latitude,longitude,location_name,crime_type,incident_time,hour,day_of_week,month
19.091084,72.908165,Ghatkopar,theft,2026-01-03 04:55:07.925945,4,5,1
19.057147,72.842242,Bandra East,theft,2025-10-02 12:18:27.137989,12,3,10
19.042205,72.904779,Chembur,theft,2025-09-01 17:36:33.736949,17,0,9
19.221584,72.8672,Borivali,robbery,2025-06-09 06:52:51.249827,6,0,6
19.055035,72.844096,Bandra East,assault,2025-07-24 15:24:31.853209,15,3,7
19.110897,72.866719,Andheri East,theft,2025-10-15 13:03:00.089008,13,2,10
19.048854,72.859552,Dharavi,robbery,2025-02-26 02:40:38.133449,2,2,2
19.053892,72.9069,Chembur,assault,2025-09-30 00:19:46.270885,0,1,9
19.11409,72.871769,Andheri East,theft,2025-12-24 06:30:29.640019,6,2,12
19.075884,72.874902,Kurla,vandalism,2025-07-15 19:24:07.829966,19,1,7
19.207604,72.859829,Kandivali,burglary,2025-12-28 03:32:46.409405,3,6,12
19.087127,72.904287,Ghatkopar,fraud,2025-11-13 23:23:06.026182,23,3,11
19.060072,72.83513,Bandra West,vandalism,2025-05-24 09:14:43.627520,9,5,5
19.070665,72.879871,Kurla,robbery,2025-11-29 05:39:06.826894,5,5,11
19.089405,72.912113,Ghatkopar,assault,2025-02-20 22:48:31.584969,22,3,2
19.087149,72.907418,Ghatkopar,assault,2026-01-01 22:28:11.669610,22,3,1
19.020746,72.84823,Dadar,vandalism,2025-08-25 20:50:12.085357,20,0,8
19.007366,72.839929,Parel,assault,2025-08-27 18:31:42.625105,18,2,8
19.055328,72.892338,Chembur,robbery,2025-03-17 04:16:01.913705,4,0,3
19.059329,72.900661,Chembur,vandalism,2025-08-17 05:00:22.551245,5,6,8
19.115156,72.870595,Andheri East,theft,2025-10-25 14:01:58.496311,14,5,10
18.930124,72.827955,Churchgate,burglary,2025-11-29 10:34:11.847264,10,5,11
19.036817,72.852897,Dharavi,assault,2025-03-20 11:26:19.178859,11,3,3
19.065041,72.88307,Kurla,vandalism,2025-09-22 10:43:46.798584,10,0,9
19.018536,72.815443,Worli,fraud,2025-02-22 20:14:33.961176,20,5,2
19.038508,72.85694,Dharavi,assault,2025-06-19 04:59:49.815474,4,3,6
19.077088,72.906614,Ghatkopar,burglary,2025-02-22 08:02:42.951054,8,5,2
19.071257,72.883994,Kurla,assault,2025-06-23 21:17:58.507935,21,0,6
19.228137,72.866304,Borivali,robbery,2025-07-30 18:13:08.880518,18,2,7
19.091634,72.913301,Ghatkopar,robbery,2025-03-16 22:30:13.463584,22,6,3
19.117851,72.86394,Andheri East,assault,2025-07-06 09:20:23.709049,9,6,7
19.086239,72.904171,Ghatkopar,vandalism,2025-07-12 00:36:41.660298,0,5,7
19.18576,72.847822,Malad,robbery,2025-11-12 21:46:50.653509,21,2,11
19.012437,72.818016,Worli,robbery,2025-09-21 17:39:12.971707,17,6,9
18.905109,72.811404,Colaba,theft,2025-02-26 23:54:44.491566,23,2,2
19.009675,72.841283,Parel,vandalism,2025-07-19 21:56:53.923597,21,5,7
19.013348,72.857832,Dadar,theft,2025-08-18 09:54:35.160325,9,0,8
19.01645,72.838982,Dadar,robbery,2025-06-01 14:45:34.277469,14,6,6
19.049329,72.902723,Chembur,robbery,2025-10-19 01:17:12.695586,1,6,10
19.111577,72.874353,Andheri East,robbery,2025-02-07 12:26:45.215685,12,4,2
19.122257,72.869686,Andheri East,robbery,2025-10-12 02:56:07.042035,2,6,10
19.074261,72.881652,Kurla,theft,2025-06-10 10:46:43.753693,10,1,6
19.107469,72.817926,Juhu,theft,2026-01-07 13:00:40.853432,13,2,1
19.04716,72.853657,Dharavi,vandalism,2025-03-25 15:45:01.780403,15,1,3
19.071513,72.881474,Kurla,assault,2025-12-13 19:43:21.331300,19,5,12
19.046842,72.862601,Dharavi,fraud,2025-08-04 12:57:57.530324,12,0,8
19.05437,72.893363,Chembur,theft,2025-08-22 04:37:04.934950,4,4,8
19.089592,72.903045,Ghatkopar,vandalism,2025-08-13 01:44:12.991764,1,2,8
19.076881,72.881038,Kurla,burglary,2025-12-11 12:28:14.204513,12,3,12
19.072751,72.874119,Kurla,robbery,2025-04-14 12:09:30.994208,12,0,4
19.173845,72.956304,Mulund,assault,2025-10-07 21:56:19.625376,21,1,10
19.232139,72.847104,Borivali,theft,2025-12-04 07:44:00.362483,7,3,12
19.202785,72.853086,Kandivali,vandalism,2026-01-10 22:49:30.319723,22,5,1
19.118356,72.871437,Andheri East,vandalism,2025-07-22 05:46:23.117614,5,1,7
19.112382,72.874795,Andheri East,vandalism,2025-05-11 22:23:33.998516,22,6,5
19.114973,72.823367,Andheri West,burglary,2025-04-12 13:29:32.926598,13,5,4
19.110865,72.869697,Andheri East,burglary,2025-09-22 04:00:18.695766,4,0,9
19.168433,72.960244,Mulund,assault,2025-06-05 21:26:06.037035,21,3,6
19.108417,72.867773,Andheri East,robbery,2026-01-11 03:25:53.493090,3,6,1
19.057872,72.847277,Bandra East,theft,2025-11-24 12:47:15.738555,12,0,11
19.187439,72.847808,Malad,vandalism,2025-09-25 10:41:29.009946,10,3,9
19.114852,72.834144,Andheri West,theft,2026-01-25 01:51:37.580802,1,6,1
19.111362,72.872088,Andheri East,assault,2026-01-07 08:05:57.850365,8,2,1
19.062357,72.888516,Kurla,burglary,2025-02-17 19:28:25.416950,19,0,2
19.186727,72.855285,Malad,theft,2025-10-23 01:13:24.060890,1,3,10
19.123184,72.872689,Andheri East,vandalism,2026-01-12 08:37:25.390984,8,0,1
18.938374,72.834568,Fort,burglary,2025-12-09 19:03:13.265097,19,1,12
19.065088,72.837828,Bandra East,assault,2025-11-02 02:24:52.139264,2,6,11
19.053346,72.839187,Bandra East,fraud,2025-08-10 12:46:57.060678,12,6,8
19.065042,72.855073,Bandra East,assault,2025-10-25 12:29:53.996171,12,5,10
19.170549,72.954481,Mulund,theft,2025-09-10 08:39:50.679119,8,2,9
19.11346,72.863673,Andheri East,theft,2025-06-28 19:42:29.508883,19,5,6
19.07249,72.881053,Kurla,robbery,2025-04-03 11:17:10.981099,11,3,4
19.11443,72.823429,Andheri West,robbery,2025-08-06 23:26:43.809271,23,2,8
19.059723,72.850512,Bandra East,robbery,2025-07-16 17:51:34.910445,17,2,7
19.021865,72.822636,Worli,robbery,2025-06-02 05:54:46.108162,5,0,6
19.11554,72.874316,Andheri East,robbery,2025-03-15 22:36:14.580195,22,5,3
19.072604,72.888115,Kurla,robbery,2025-04-29 13:53:54.089672,13,1,4
19.057215,72.84324,Bandra East,theft,2025-06-17 18:22:31.358902,18,1,6
19.057893,72.846153,Bandra East,robbery,2025-09-10 07:36:40.013340,7,2,9
19.174414,72.955542,Mulund,burglary,2025-09-22 09:45:01.956355,9,0,9
18.932513,72.821651,Churchgate,robbery,2025-03-21 00:34:49.103431,0,4,3
19.058294,72.903271,Chembur,theft,2025-02-25 21:15:17.729479,21,1,2
18.995517,72.842002,Parel,robbery,2025-10-20 19:33:59.158122,19,0,10
19.075956,72.887787,Kurla,robbery,2025-10-31 02:28:06.458191,2,4,10
19.11331,72.82001,Andheri West,burglary,2025-07-22 01:38:30.192867,1,1,7
19.072105,72.877126,Kurla,assault,2025-11-05 20:06:05.656296,20,2,11
19.091642,72.899387,Ghatkopar,vandalism,2026-01-02 13:28:54.320275,13,4,1
19.018972,72.846392,Dadar,vandalism,2025-03-07 18:11:11.416594,18,4,3
19.068715,72.87776,Kurla,assault,2025-10-20 08:13:23.655642,8,0,10
19.06836,72.870753,Kurla,theft,2025-06-27 10:13:18.395642,10,4,6
19.072393,72.881916,Kurla,theft,2025-11-20 09:02:40.919911,9,3,11
19.042451,72.851345,Dharavi,robbery,2025-10-20 23:59:32.272374,23,0,10
19.166041,72.956937,Mulund,assault,2025-04-02 15:37:36.931066,15,2,4
19.120034,72.863686,Andheri East,vandalism,2025-07-18 17:02:27.300691,17,4,7
19.067597,72.845486,Bandra East,fraud,2025-05-30 09:08:11.323739,9,4,5
19.085261,72.908115,Ghatkopar,burglary,2025-09-28 16:01:46.369229,16,6,9
19.050686,72.846967,Dharavi,burglary,2025-10-16 10:13:08.552699,10,3,10
19.040004,72.86944,Dharavi,assault,2025-02-10 13:02:28.891168,13,0,2
19.071647,72.885457,Kurla,assault,2025-03-11 00:23:21.568468,0,1,3
19.048106,72.857762,Dharavi,robbery,2025-02-13 08:56:00.387537,8,3,2
19.002395,72.838564,Parel,theft,2025-07-08 17:21:22.741514,17,1,7
19.117091,72.872572,Andheri East,assault,2025-04-06 01:26:48.319855,1,6,4
19.053883,72.902127,Chembur,theft,2025-09-22 16:35:48.171043,16,0,9
19.079519,72.8763,Kurla,theft,2025-07-10 13:18:13.060868,13,3,7
19.121493,72.900871,Powai,robbery,2025-07-31 04:13:40.631975,4,3,7
18.927484,72.826383,Churchgate,assault,2025-09-17 16:12:13.509694,16,2,9
19.015288,72.852251,Dadar,assault,2025-08-26 01:05:19.561333,1,1,8
19.078443,72.875739,Kurla,burglary,2025-10-31 10:12:13.497986,10,4,10
19.224406,72.847279,Borivali,burglary,2025-10-22 07:26:01.431336,7,2,10
19.118995,72.820809,Andheri West,burglary,2026-01-21 04:51:19.904343,4,2,1
19.036687,72.848593,Dharavi,assault,2025-04-19 10:26:44.969823,10,5,4
19.056259,72.841243,Bandra East,theft,2025-07-11 06:37:48.393562,6,4,7
19.044656,72.840353,Dharavi,assault,2025-07-11 14:47:29.086694,14,4,7
19.039719,72.855036,Dharavi,theft,2025-02-21 10:42:29.334387,10,4,2
19.0478,72.892994,Chembur,burglary,2025-08-21 10:18:21.512389,10,3,8
19.231571,72.850716,Borivali,robbery,2025-09-05 09:09:56.595442,9,4,9
19.046833,72.903974,Chembur,assault,2025-04-09 15:18:16.532441,15,2,4
19.057427,72.851218,Bandra East,vandalism,2025-02-07 22:18:09.801377,22,4,2
19.109375,72.876992,Andheri East,theft,2025-05-22 16:44:45.130977,16,3,5
19.075304,72.886996,Kurla,robbery,2025-12-09 12:45:27.676944,12,1,12
19.109439,72.863861,Andheri East,theft,2025-10-25 06:37:04.526763,6,5,10
19.119916,72.908132,Powai,assault,2025-08-27 04:37:38.519103,4,2,8
19.167658,72.850948,Goregaon,burglary,2025-03-16 19:33:46.285298,19,6,3
19.056417,72.843406,Bandra East,robbery,2025-06-02 04:56:48.575146,4,0,6
19.175725,72.962877,Mulund,robbery,2025-05-04 15:50:20.483355,15,6,5
19.089056,72.904103,Ghatkopar,theft,2026-01-12 22:32:50.324956,22,0,1
19.045723,72.851342,Dharavi,theft,2025-07-05 09:47:07.830334,9,5,7
19.056651,72.841742,Bandra East,burglary,2025-06-10 17:41:55.732506,17,1,6
19.049407,72.8549,Dharavi,assault,2025-07-26 21:10:56.329724,21,5,7
19.10969,72.875669,Andheri East,burglary,2025-04-29 07:06:29.333100,7,1,4
19.213657,72.851869,Kandivali,robbery,2026-01-28 13:49:44.766631,13,2,1
19.068159,72.884676,Kurla,assault,2025-07-29 23:07:56.734707,23,1,7
19.051063,72.902035,Chembur,vandalism,2025-09-06 11:28:00.895093,11,5,9
19.033108,72.853897,Dharavi,burglary,2025-10-14 12:34:10.555396,12,1,10
19.201335,72.870276,Kandivali,robbery,2025-11-14 08:57:11.675057,8,4,11
19.120656,72.865486,Andheri East,robbery,2025-12-04 17:19:59.190195,17,3,12
19.019848,72.844544,Dadar,assault,2025-03-27 17:50:44.563238,17,3,3
18.917063,72.816912,Colaba,theft,2025-04-27 14:30:36.708103,14,6,4
19.047533,72.894614,Chembur,burglary,2025-02-27 12:56:18.246817,12,3,2
19.204206,72.856292,Kandivali,burglary,2025-04-01 05:45:48.446954,5,1,4
19.128285,72.842564,Andheri West,burglary,2025-12-31 07:41:05.689290,7,2,12
19.045951,72.858385,Dharavi,assault,2025-04-04 09:30:29.810711,9,4,4
19.089979,72.909852,Ghatkopar,assault,2025-09-14 19:43:13.725218,19,6,9
19.007532,72.834091,Parel,theft,2025-03-03 16:05:53.709785,16,0,3
19.053504,72.88867,Chembur,assault,2025-02-02 20:00:06.481730,20,6,2
19.119809,72.833214,Andheri West,theft,2025-08-28 12:31:54.058088,12,3,8
19.08835,72.898916,Ghatkopar,burglary,2025-04-05 10:01:23.616607,10,5,4
19.084457,72.903728,Ghatkopar,burglary,2025-02-20 16:50:05.045195,16,3,2
19.103923,72.863962,Andheri East,burglary,2025-12-13 11:26:55.628928,11,5,12
19.084785,72.909175,Ghatkopar,vandalism,2025-04-24 12:58:18.648865,12,3,4
19.103161,72.827181,Juhu,theft,2025-06-14 07:26:25.958056,7,5,6
19.167486,72.856011,Goregaon,robbery,2025-07-07 22:58:33.761454,22,0,7
19.05243,72.901325,Chembur,vandalism,2025-08-06 05:06:20.583374,5,2,8
19.232198,72.864563,Borivali,vandalism,2025-08-16 05:40:47.773649,5,5,8
19.074974,72.883728,Kurla,vandalism,2025-04-20 06:36:10.823352,6,6,4
19.088812,72.906738,Ghatkopar,theft,2025-11-11 13:09:48.868611,13,1,11
19.200244,72.859525,Kandivali,theft,2025-12-21 22:09:21.180325,22,6,12
19.166305,72.854775,Goregaon,assault,2025-04-10 22:05:31.155700,22,3,4
19.109441,72.867353,Andheri East,theft,2025-01-30 04:31:59.544912,4,3,1
19.05711,72.82553,Bandra West,fraud,2025-09-02 07:41:31.828367,7,1,9
19.072765,72.887345,Kurla,robbery,2025-12-24 03:10:26.179430,3,2,12
19.07765,72.890869,Kurla,assault,2025-12-23 09:07:05.405791,9,1,12
19.236272,72.86313,Borivali,assault,2025-07-13 15:05:58.209846,15,6,7
19.053791,72.848557,Bandra East,assault,2025-03-12 04:20:47.445121,4,2,3
19.077516,72.882302,Kurla,assault,2025-04-20 02:46:23.282035,2,6,4
19.05832,72.847242,Bandra East,theft,2025-11-26 23:57:30.256411,23,2,11
18.937183,72.815181,Churchgate,fraud,2025-01-30 15:24:35.711198,15,3,1
18.938847,72.823127,Marine Drive,theft,2025-05-18 19:31:00.804422,19,6,5
19.116584,72.869485,Andheri East,assault,2025-04-09 04:49:48.324981,4,2,4
19.04262,72.85419,Dharavi,assault,2025-09-28 02:15:34.396784,2,6,9
19.108086,72.872679,Andheri East,robbery,2026-01-16 19:15:43.020157,19,4,1
19.05983,72.838443,Bandra East,theft,2025-03-17 02:51:42.772312,2,0,3
19.111681,72.869227,Andheri East,theft,2025-03-27 08:30:37.407566,8,3,3
19.060465,72.845565,Bandra East,burglary,2025-09-25 21:07:26.598891,21,3,9
18.907181,72.818223,Colaba,robbery,2025-06-11 04:36:57.732935,4,2,6
19.066189,72.850254,Bandra East,theft,2026-01-24 16:18:43.069485,16,5,1
18.936739,72.832499,Fort,theft,2025-04-07 08:39:13.174695,8,0,4
19.190254,72.844511,Malad,theft,2025-03-21 15:26:26.323512,15,4,3
19.114942,72.882584,Andheri East,burglary,2025-02-15 15:22:34.992879,15,5,2
19.078318,72.903144,Ghatkopar,burglary,2025-03-23 10:10:05.386782,10,6,3
19.23304,72.86334,Borivali,assault,2025-06-10 19:41:51.776505,19,1,6
19.01189,72.827072,Worli,robbery,2025-09-22 05:44:42.946234,5,0,9
19.061306,72.828785,Bandra West,theft,2025-05-31 19:11:25.210386,19,5,5
19.105003,72.836962,Juhu,assault,2025-10-06 14:24:41.554663,14,0,10
19.120422,72.906907,Powai,theft,2025-09-25 23:18:00.777006,23,3,9
19.052715,72.895234,Chembur,theft,2025-12-14 15:11:47.823004,15,6,12
19.063109,72.845887,Bandra East,burglary,2025-06-22 10:31:59.662038,10,6,6
19.042167,72.861258,Dharavi,assault,2025-12-22 04:53:34.568244,4,0,12
18.952189,72.818807,Marine Drive,assault,2025-11-12 04:04:05.889468,4,2,11
18.910158,72.813655,Colaba,theft,2025-04-08 21:43:08.880349,21,1,4
19.108183,72.867974,Andheri East,robbery,2025-10-23 14:12:08.820497,14,3,10
19.044751,72.904072,Chembur,robbery,2025-03-13 15:32:21.280290,15,3,3
18.936427,72.846457,Fort,fraud,2026-01-25 06:58:47.838843,6,6,1
19.094448,72.903364,Ghatkopar,assault,2025-11-05 20:36:51.038543,20,2,11
19.058304,72.854267,Bandra East,robbery,2025-03-17 19:21:47.502659,19,0,3
19.11816,72.828977,Andheri West,assault,2025-12-03 04:14:32.226991,4,2,12
19.076684,72.884371,Kurla,theft,2025-04-05 20:46:51.786264,20,5,4
18.929897,72.839103,Fort,burglary,2025-05-06 01:42:10.466153,1,1,5
18.942306,72.821319,Marine Drive,theft,2025-09-15 18:12:31.938042,18,0,9
19.038878,72.854799,Dharavi,fraud,2025-11-10 09:02:47.979075,9,0,11
19.23601,72.854239,Borivali,fraud,2025-03-22 09:44:38.552068,9,5,3
19.204087,72.860481,Kandivali,assault,2025-12-13 04:37:33.458112,4,5,12
19.048277,72.905357,Chembur,theft,2025-06-17 16:16:18.767730,16,1,6
19.22872,72.854177,Borivali,theft,2025-03-12 13:04:42.369646,13,2,3
19.081451,72.906215,Ghatkopar,robbery,2025-07-18 00:10:10.638481,0,4,7
19.063742,72.811605,Bandra West,theft,2025-08-27 21:19:49.695410,21,2,8
19.093886,72.91037,Ghatkopar,theft,2025-10-16 00:00:58.294308,0,3,10
19.079074,72.88206,Kurla,vandalism,2025-04-25 06:26:26.265945,6,4,4
19.052974,72.891019,Chembur,burglary,2026-01-03 21:43:07.477908,21,5,1
19.041377,72.849916,Dharavi,assault,2026-01-24 05:38:40.633421,5,5,1
19.039827,72.860292,Dharavi,assault,2025-10-01 04:28:05.538868,4,2,10
19.078052,72.882046,Kurla,assault,2025-02-11 06:06:32.276806,6,1,2
18.939078,72.812341,Marine Drive,vandalism,2025-10-19 05:11:17.481058,5,6,10
19.066444,72.886438,Kurla,theft,2025-12-30 17:37:30.253152,17,1,12
19.108601,72.810952,Juhu,theft,2025-08-05 16:04:55.852209,16,1,8
19.117683,72.874541,Andheri East,vandalism,2025-07-04 03:40:22.686330,3,4,7
19.043058,72.856809,Dharavi,assault,2025-11-07 03:31:58.594593,3,4,11
19.016343,72.82281,Worli,assault,2025-08-09 19:11:49.800629,19,5,8
19.112756,72.866965,Andheri East,burglary,2025-10-26 23:21:13.428411,23,6,10
19.071831,72.883581,Kurla,burglary,2025-04-10 02:00:05.404460,2,3,4
19.11564,72.868643,Andheri East,assault,2025-05-23 17:17:02.453152,17,4,5
19.058216,72.894488,Chembur,theft,2025-11-15 20:44:38.975805,20,5,11
19.11511,72.917757,Powai,fraud,2025-12-21 06:50:31.204425,6,6,12
19.213093,72.860512,Kandivali,theft,2025-09-10 16:51:52.271304,16,2,9
19.105235,72.826056,Juhu,fraud,2025-04-09 12:28:51.838782,12,2,4
19.115211,72.877419,Andheri East,theft,2025-04-29 07:44:05.211447,7,1,4
19.108976,72.866018,Andheri East,vandalism,2025-09-06 01:55:30.309272,1,5,9
19.00651,72.849955,Parel,assault,2025-05-11 05:34:45.728759,5,6,5
19.193342,72.859955,Kandivali,vandalism,2026-01-28 02:17:45.789344,2,2,1
19.230493,72.866622,Borivali,burglary,2025-03-07 04:10:13.606492,4,4,3
19.060418,72.839873,Bandra East,assault,2025-07-19 18:26:50.211207,18,5,7
19.019869,72.81229,Worli,vandalism,2025-12-02 15:10:36.953778,15,1,12
19.057901,72.898053,Chembur,assault,2025-07-31 01:33:13.082137,1,3,7
19.23191,72.857396,Borivali,theft,2025-06-15 10:22:06.865254,10,6,6
19.089699,72.913411,Ghatkopar,assault,2025-08-03 08:51:08.139106,8,6,8
19.056417,72.890973,Chembur,theft,2025-10-02 12:11:49.912237,12,3,10
19.092351,72.915682,Ghatkopar,vandalism,2025-09-03 14:55:39.059802,14,2,9
19.169353,72.855067,Goregaon,theft,2025-04-19 14:21:22.343629,14,5,4
19.110995,72.870123,Andheri East,burglary,2025-10-10 15:27:02.660732,15,4,10
19.021294,72.823074,Worli,assault,2025-06-09 23:07:31.405744,23,0,6
19.064136,72.887839,Kurla,theft,2025-10-04 12:33:10.591078,12,5,10
19.089322,72.905456,Ghatkopar,assault,2025-12-28 19:57:05.835565,19,6,12
19.118311,72.860967,Andheri East,fraud,2025-07-19 11:55:52.750068,11,5,7
19.088913,72.898973,Ghatkopar,burglary,2025-03-13 02:02:02.266950,2,3,3
19.206436,72.851634,Kandivali,theft,2026-01-03 12:57:09.090765,12,5,1
19.046379,72.900938,Chembur,theft,2025-02-22 09:10:14.987972,9,5,2
18.945443,72.819591,Marine Drive,theft,2025-03-26 08:36:16.318422,8,2,3
19.072984,72.893207,Kurla,theft,2025-09-25 16:26:00.624832,16,3,9
19.076745,72.885733,Kurla,theft,2025-10-12 11:41:58.605056,11,6,10
19.049538,72.898181,Chembur,assault,2025-05-02 09:40:45.412566,9,4,5
19.086273,72.912367,Ghatkopar,vandalism,2025-03-25 08:24:28.592306,8,1,3
18.910125,72.825089,Colaba,theft,2025-03-31 17:03:38.648099,17,0,3
19.052044,72.900416,Chembur,vandalism,2025-05-31 01:08:01.391601,1,5,5
19.049247,72.853584,Dharavi,theft,2025-04-09 19:16:23.118925,19,2,4
19.09097,72.902494,Ghatkopar,robbery,2025-07-24 03:51:28.984609,3,3,7
19.016889,72.822845,Worli,assault,2025-09-19 04:36:31.144761,4,4,9
19.2252,72.857991,Borivali,robbery,2025-11-26 00:24:44.588541,0,2,11
19.085964,72.912296,Ghatkopar,robbery,2025-05-08 04:30:53.453861,4,3,5
19.064392,72.894145,Kurla,robbery,2025-07-03 06:31:38.359609,6,3,7
19.03904,72.863865,Dharavi,burglary,2025-01-29 15:54:44.632893,15,2,1
19.01782,72.813911,Worli,burglary,2025-11-30 14:15:53.825216,14,6,11
19.188197,72.844431,Malad,theft,2025-06-12 14:31:35.077765,14,3,6
19.188402,72.834693,Malad,burglary,2025-09-02 08:42:01.398059,8,1,9
19.012768,72.825096,Worli,burglary,2025-04-25 08:28:11.981245,8,4,4
19.116504,72.910275,Powai,burglary,2025-05-28 04:32:40.165069,4,2,5
19.051325,72.894765,Chembur,theft,2025-10-31 20:24:46.007541,20,4,10
19.114284,72.867395,Andheri East,burglary,2025-07-21 22:34:43.823223,22,0,7
19.045372,72.855601,Dharavi,vandalism,2025-10-18 00:32:28.276428,0,5,10
19.018879,72.846443,Dadar,burglary,2025-07-01 14:54:19.417536,14,1,7
19.018145,72.854239,Dadar,vandalism,2026-01-12 04:17:56.696046,4,0,1
19.050945,72.890158,Chembur,assault,2025-10-10 20:20:45.966473,20,4,10
18.92824,72.826258,Churchgate,theft,2025-06-26 21:00:27.007322,21,3,6
19.06429,72.843342,Bandra East,theft,2025-12-29 15:05:12.354388,15,0,12
19.017405,72.846467,Dadar,theft,2025-09-01 21:52:10.635178,21,0,9
19.059281,72.843176,Bandra East,burglary,2025-05-31 05:57:22.854866,5,5,5
19.121908,72.825393,Andheri West,theft,2025-02-21 10:53:41.791710,10,4,2
18.907844,72.815025,Colaba,fraud,2025-12-20 13:52:19.758404,13,5,12
18.938793,72.817323,Marine Drive,vandalism,2025-05-28 15:02:26.559700,15,2,5
18.908707,72.81086,Colaba,assault,2025-06-14 03:33:32.113177,3,5,6
19.068379,72.883922,Kurla,robbery,2025-01-30 10:07:49.154794,10,3,1
19.206774,72.846979,Kandivali,fraud,2025-09-14 15:11:47.198727,15,6,9
19.061961,72.898218,Chembur,robbery,2025-05-27 00:31:13.938741,0,1,5
19.0852,72.912086,Ghatkopar,robbery,2025-03-08 07:52:37.751373,7,5,3
19.209159,72.856091,Kandivali,robbery,2025-11-22 05:55:42.602489,5,5,11
18.928551,72.827972,Churchgate,assault,2025-07-06 05:54:24.387341,5,6,7
19.118074,72.874087,Andheri East,assault,2025-05-11 03:59:23.823169,3,6,5
19.046035,72.896069,Chembur,theft,2025-04-08 23:01:55.346243,23,1,4
19.019727,72.84896,Dadar,robbery,2025-06-19 04:55:31.649864,4,3,6
19.166333,72.965577,Mulund,robbery,2025-05-04 22:15:46.010176,22,6,5
19.119766,72.874044,Andheri East,robbery,2025-04-25 01:33:36.018273,1,4,4
19.058363,72.887768,Chembur,burglary,2025-06-26 16:58:43.147966,16,3,6
19.117225,72.828204,Andheri West,theft,2025-12-02 12:45:41.071542,12,1,12
19.183695,72.96129,Mulund,theft,2025-07-22 02:34:01.947004,2,1,7
19.110669,72.823326,Juhu,theft,2025-02-13 13:00:52.738244,13,3,2
19.050475,72.859535,Dharavi,assault,2025-09-16 02:14:38.098162,2,1,9
19.118733,72.864833,Andheri East,robbery,2025-04-06 20:29:45.383319,20,6,4
19.064746,72.885627,Kurla,assault,2026-01-01 11:10:58.400530,11,3,1
19.103539,72.830819,Juhu,assault,2025-04-14 01:35:07.992983,1,0,4
19.070442,72.88642,Kurla,theft,2026-01-21 16:16:50.979070,16,2,1
19.083257,72.9043,Ghatkopar,vandalism,2025-08-26 08:20:23.951470,8,1,8
19.055149,72.901383,Chembur,burglary,2025-04-11 19:14:03.548741,19,4,4
18.927272,72.838678,Fort,robbery,2025-02-12 05:07:12.412180,5,2,2
18.905003,72.805234,Colaba,assault,2025-05-31 09:50:09.251953,9,5,5
18.905031,72.807893,Colaba,theft,2025-08-14 09:58:21.387911,9,3,8
19.079448,72.907898,Ghatkopar,vandalism,2025-06-12 00:10:53.973039,0,3,6
19.069836,72.885714,Kurla,fraud,2025-03-09 10:00:13.383337,10,6,3
19.189947,72.848073,Malad,burglary,2025-03-27 10:42:51.569391,10,3,3
19.116794,72.909231,Powai,theft,2025-05-10 11:41:45.836723,11,5,5
18.925911,72.82964,Fort,assault,2025-02-01 14:11:16.151502,14,5,2
19.059873,72.846657,Bandra East,vandalism,2025-11-15 19:19:12.067121,19,5,11
19.054172,72.89026,Chembur,vandalism,2025-07-28 03:20:14.328521,3,0,7
19.041361,72.859824,Dharavi,theft,2025-11-24 04:46:52.416241,4,0,11
19.021214,72.814763,Worli,theft,2026-01-15 06:00:48.673184,6,3,1
19.060131,72.847306,Bandra East,burglary,2025-04-02 11:58:59.853991,11,2,4
19.06483,72.851199,Bandra East,assault,2025-09-12 05:34:07.258136,5,4,9
19.092864,72.914601,Ghatkopar,assault,2025-03-18 04:52:57.428898,4,1,3
19.011463,72.844816,Parel,burglary,2025-06-16 04:27:56.845667,4,0,6
19.051947,72.899068,Chembur,vandalism,2025-03-17 16:35:16.326541,16,0,3
19.116766,72.898648,Powai,burglary,2025-06-29 16:33:49.030397,16,6,6
19.04715,72.903368,Chembur,vandalism,2025-05-24 23:39:09.035699,23,5,5
19.065065,72.829716,Bandra West,assault,2025-11-25 02:40:24.107978,2,1,11
19.172197,72.845884,Goregaon,robbery,2025-05-09 05:32:20.232070,5,4,5
19.043563,72.855705,Dharavi,robbery,2025-05-10 01:39:52.629870,1,5,5
19.109713,72.871764,Andheri East,theft,2025-08-15 11:37:42.634156,11,4,8
19.046259,72.903161,Chembur,burglary,2026-01-11 03:07:11.661929,3,6,1
19.209205,72.85107,Kandivali,assault,2025-03-18 03:22:01.746374,3,1,3
19.070606,72.88639,Kurla,burglary,2025-02-26 14:42:11.329378,14,2,2
19.208422,72.856104,Kandivali,burglary,2026-01-11 12:53:05.573192,12,6,1
19.047698,72.851712,Dharavi,assault,2025-02-06 17:47:08.433049,17,3,2
19.061039,72.841462,Bandra East,fraud,2025-05-29 11:06:02.679525,11,3,5
19.05751,72.852745,Bandra East,assault,2025-02-10 07:55:54.903692,7,0,2
19.087042,72.904868,Ghatkopar,theft,2025-07-20 08:07:21.929640,8,6,7
19.018003,72.820667,Worli,assault,2025-02-26 00:42:35.822247,0,2,2
19.063065,72.845633,Bandra East,assault,2025-08-10 16:51:45.042257,16,6,8
19.050291,72.9,Chembur,theft,2025-10-21 00:16:41.296108,0,1,10
19.055249,72.830817,Bandra East,fraud,2025-03-23 10:54:43.230191,10,6,3
19.166954,72.854988,Goregaon,assault,2025-02-12 03:10:13.700463,3,2,2
